author_first,title,mag_name,paper_num
潘庆中,近代上海钱庄银拆利率探究:基于1912—1933年上海汇划钱庄银拆的数据;,经济研究;,1
潘建,商业银行操作风险管理研究述评;,金融论坛;,1
潘建国,基于非直接损失性的商业银行操作风险度量研究;我国商业银行操作风险度量模型的选择;,金融论坛;金融论坛;,2
潘彬,货币政策对民间借贷利率的作用机制与实施效果;,经济研究;,1
潘慧峰,制度变迁与内生经济增长;,南开经济研究;,1
潘敏,经理人异质性假设下公司金融前沿理论评述;投资者非理性假设下公司金融决策前沿理论评述;国有商业银行信贷资金供求与我国货币政策传导机制;,金融评论;金融评论;金融研究;,3
潘文卿,价值链贸易与经济周期的联动:国际规律及中国经验;中国的区域关联与经济增长的空间溢出效应;中国产业间的技术溢出效应:基于35个工业部门的经验研究;三大增长极对中国内陆地区经济的外溢性影响研究;中国沿海与内陆间经济影响的反馈与溢出效应;中国技术进步方向的空间扩散效应;,经济研究;经济研究;经济研究;经济研究;经济研究;中国工业经济;,6
潘杰,医疗保险促进健康吗?——基于中国城镇居民基本医疗保险的实证分析;体形对城市劳动力就业的影响;,经济研究;南开经济研究;,2
潘正彦,对我国银行业市场结构与市场绩效的实证分析;,金融论坛;,1
潘泽清,日本中央银行汇率干预目标研究;,南开经济研究;,1
潘洁,人力资源:现代企业绩效的决定因素——对产权论与超产权论的一些补充;,世界经济文汇;,1
潘淑娟,对内开放还是对外开放:B股流通市场改革效应分析;,金融研究;,1
潘珊,中国税收政策的福利成本——基于两部门结构转型框架的定量分析;中国税收政策的福利成本——基于两部门结构转型框架的定量分析;中国经济的“双重”结构转型与非平衡增长;,经济研究;经济研究;经济学(季刊);,3
潘红波,《劳动合同法》、企业投资与经济增长;支持之手、掠夺之手与异地并购;政府干预、政治关联与地方国有企业并购;,经济研究;经济研究;经济研究;,3
潘越,公司诉讼风险、司法地方保护主义与企业创新;我国承销商利用分析师报告托市了吗?;社会资本、政治关系与公司投资决策;私心的善意:基于台风中企业慈善捐赠行为的新证据;,经济研究;经济研究;经济研究;中国工业经济;,4
潘黎,去教堂祷告还是去银行借款?——宗教与金融行为内在关联的微观经验证据;,经济学(季刊);,1
焦勇兵,信任对顾客采用网络银行的影响;,金融论坛;,1
焦卢玲,复杂产品系统理论与商业银行公司金融业务战略转型;复杂产品系统理论与商业银行公司金融业务战略转型;,金融论坛;金融论坛;,2
焦方义,体制转型期收入分配与经济发展的前沿问题探索——经济发展、体制转型与收入分配理论专家论坛纪要;,经济研究;,1
焦蕾,驳人民币升值有害论;,南开经济研究;,1
焦豪,政府质量、公司治理结构与投资决策——基于世界银行企业调查数据的经验研究;,管理世界;,1
熊伟,短期消费性贷款与居民消费:基于信用卡余额代偿的研究;,经济研究;,1
熊兵,基于“小投资”策略的市场竞争微分对策模型——以五大国有施工企业为例;,管理世界;,1
熊其康,我国个人征信体系建设的目标规划及阶段构想;,金融论坛;,1
熊劼,中国货币政策银行资本传导渠道的实证研究;,金融评论;,1
熊厚,欧洲经货联盟的危机与改革;,金融评论;,1
熊和平,消费习惯、异质偏好与动态资产定价:纯交换经济情形;,经济研究;,1
熊园,新兴市场国际资本流动的动因——基于亚洲和拉美新兴市场的研究;,金融论坛;,1
熊家财,政治关联、企业价值与企业行为:一个述评;,金融评论;,1
熊性美,方显廷与《中国之棉纺织业》;美国经济形势的现状及原因分析;中国加入世贸组织的利弊分析;,南开经济研究;南开经济研究;南开经济研究;,3
熊灵,贸易开放对中国区域增长的空间效应研究:1987—2009;,经济学(季刊);,1
熊熊,供应链金融市场风险控制套期保值方法研究;,金融论坛;,1
熊爱宗,如何完善全球金融安全网;国际货币基金组织与国际资本流动管理;,金融评论;金融评论;,2
熊瑞祥,儿童照管、公共服务与农村已婚女性非农就业——来自CFPS数据的证据;,经济学(季刊);,1
熊红英,商业银行股改转型期声誉风险管理分析;,金融论坛;,1
熊衍飞,资本账户开放与宏观经济波动;,经济学(季刊);,1
熊长金,资本市场发展与相关政策研究;,金融研究;,1
熊飞,中国大型商业银行国际化程度及其绩效;,金融论坛;,1
燕志雄,代理问题、风险基金性质与中小高科技企业融资;企业融资中的控制权安排与企业家的激励;风险偏好的差异性与融资的多样性;,经济研究;经济研究;经济学(季刊);,3
燕红忠,近代中国金融发展水平研究;,经济研究;,1
牛凯龙,开放条件下的中国股票市场运行状况分析;,南开经济研究;,1
牛刚,商业银行新型监督体系的运行流程及系统架构设计;,金融论坛;,1
牛培路,金融发展、银行信贷与商业信用再分配;,金融论坛;,1
牛大勇,基于价值链的商业银行汽车金融业务战略设计;,金融论坛;,1
牛新艳,短期融资券市场存在金融加速器效应吗?——信用利差非对称性研究;,金融评论;,1
牛晓健,资本管制、外商投资与最优税差——对中国转型时期过渡性资本外逃的研究;,经济研究;,1
牛晓帆,西方产业组织理论的演化与新发展;,经济研究;,1
牛智敬,政府主导型金融体制深化的路径依赖分析;,南开经济研究;,1
牛梦琦,农业与认知能力发展——来自中国农业改革的证据;,经济学(季刊);,1
牛润盛,新型城镇化资金供需分析;,金融论坛;,1
牛筱颖,住房权益贷款;金融双语;金融双语  存款保险制度;综合化经营模式下商业银行的合规风险管理;,金融论坛;金融论坛;金融论坛;金融论坛;,4
牛贺,有限理性、规范内化与利他行为:一个演化视角;有限理性、规范内化与利他行为:一个演化视角;,经济研究;经济研究;,2
牛锡明,我国商业银行信贷业务的机制体制创新研究;,金融论坛;,1
牛霖琳,地方政府债务隐忧及其风险传导——基于国债收益率与城投债利差的分析;,经济研究;,1
牛鸿,试论上市银行补充资本金的意义和形式;,金融论坛;,1
牟怡楠,中国商业银行的利差及其影响因素;,金融论坛;,1
王一江,不良资产处理、股份制改造与外资战略——中日韩银行业经验比较;,经济研究;,1
王一鸣,中国经济新一轮动力转换与路径选择;加快转变经济发展方式关系现代化建设全局;关于当前宏观形势的几点认识;通过市场化改革解决融资难、融资贵问题;,管理世界;经济研究;金融论坛;金融论坛;,4
王世伟,中国利率市场化改革前景分析:理论依据与经验借鉴;,金融论坛;,1
王世磊,中国地方官员为什么要改善基础设施?——一个关于官员激励机制的模型;,经济学(季刊);,1
王东,经济增长速度放慢  金融领域危机四伏——当前东亚地区经济和金融形势;世界经济恢复强劲  经济安全问题突出——2000年世界经济形势回顾与展望;,世界经济文汇;世界经济文汇;,2
王东京,习近平经济思想与中国特色社会主义政治经济学构建;经济全球化与中国的经济结构调整;经济全球化与中国的经济结构调整;,管理世界;管理世界;管理世界;,3
王中,商业银行增强投行业务核心竞争力的对策研究;商业银行视角下的私募股权融资研究;,金融论坛;金融论坛;,2
王中印,促进装备制造业发展的金融支持研究——以中国工商银行沈阳分行为例;,金融论坛;,1
王义,企业财务分析在商业银行贷款调查中的具体应用;,金融论坛;,1
王义中,宏观经济不确定性、资金需求与公司投资;中国信贷供给周期的实际效果:基于公司层面的经验证据;,经济研究;经济研究;,2
王义华,城市商业银行行长胜任力模型研究;,金融论坛;,1
王书华,经济增长、金融资源分布与居民收入分配结构分析;流动性风险调整的银行在险价值计量研究;,金融评论;金融论坛;,2
王书斌,P2P网贷债权市场中违约舆情的传染机制;,金融论坛;,1
王争,中国私营企业的生产率表现和投资效率;中国地区工业生产绩效:结构差异、制度冲击及动态表现;外资溢出对中国私营企业生产率的异质性影响——来自普查数据的证据;,经济研究;经济研究;经济学(季刊);,3
王云清,中国财政扩张对居民消费、投资和通货膨胀的动态效应研究;,南开经济研究;,1
王亚华,交通行业生产率变动的Bootstrap-Malmquist指数分析(1980—2005);,经济学(季刊);,1
王亚君,互联网金融发展对银行流动性的影响;,金融论坛;,1
王亚平,中国上市公司盈余管理的频率与幅度;,经济研究;,1
王亚楠,有偿VS无偿:产权风险下农地附加价值与农户转包方式选择;,管理世界;,1
王亮亮,税制改革、工资跨期转移与公司价值;,管理世界;,1
王仁祥,构建实现中部经济跨越式发展的金融支撑平台;,金融论坛;,1
王仪祥,寻求更有效的宏观对策——中国宏观经济走势、成因及其对策分析;,世界经济文汇;,1
王会娟,P2P网络借贷中出借人的投资策略;,金融论坛;,1
王伟,众筹融资成功率与语言风格的说服性——基于Kickstarter的实证研究;,管理世界;,1
王伟光,产业创新网络中核心企业控制力能够促进知识溢出吗?;马克思主义政治经济学是坚持和发展马克思主义的必修课;“十二五”时期我国经济社会发展改革问题笔谈;,管理世界;经济研究;经济研究;,3
王传正,构建符合我国国情的持续性监管工作框架;,金融论坛;,1
王传英,发展的引擎:从意大利产业区经验看中小企业融资;,南开经济研究;,1
王佃凯,贸易技术结构变动对我国服务贸易出口的影响;贸易技术结构变动对我国服务贸易出口的影响;,管理世界;管理世界;,2
王佳菲,正确认识和运用“看不见的手”和“看得见的手”——学习习近平总书记关于政府和市场关系的系列论述;,经济研究;,1
王俊,公立医院改革:行为机制、政策经验与数据库建设——“中国公立医院改革与评价”国际研讨会综述;“老龄健康”的经济学研究;医疗卫生改革政策、老龄健康福利影响与跨学科研究——“中国医疗改革与老年健康、福利跨学科研究”研讨会综述;中国居民卫生医疗需求行为研究;中国居民卫生医疗需求行为研究;社会普遍服务的建立——来自中国的经验分析;碳金融的发展与我国商业银行碳金融业务模式研究;中国宏观健康生产函数:理论与实证;,经济研究;经济研究;经济研究;经济研究;经济研究;经济研究;金融论坛;南开经济研究;,8
王俊寿,商业银行贷款定价模型的比较研究;我国商业银行资产证券化的体系设计;,南开经济研究;南开经济研究;,2
王俊豪,网络瓶颈、策略性行为与管网公平开放——基于油气产业的研究;,中国工业经济;,1
王信,从代理理论看上市公司的派现行为;,金融研究;,1
王修华,社区银行发展的经济学分析与路径选择;,金融论坛;,1
王倩,沪港通政策的公司治理效应——基于事件研究法的实证分析;政府干预下的城市商业银行风险行为;,金融论坛;金融论坛;,2
王元林,银行分销渠道与国内商业银行分支机构的调整;,金融论坛;,1
王元龙,中国国有商业银行股份制改革研究;,金融研究;,1
王兆刚,论经济全球化与金融虚拟性;,金融论坛;,1
王兆星,加强金融信息整合共享  促进金融安全稳定;,金融论坛;,1
王光明,入世10年中国银行业的成就与面临的挑战;入世10年中国银行业的成就与面临的挑战;,金融论坛;金融论坛;,2
王克强,中国能源开采业全要素生产率的测度框架与实证研究;,经济研究;,1
王克敏,产业政策、政府支持与公司投资效率研究;IPO资源争夺、政府补助与公司业绩研究;,管理世界;管理世界;,2
王兰芳,公开市场信号对创业投资决策和绩效的影响;内生货币供给理论分析与实证检验;,经济学(季刊);南开经济研究;,2
王兴业,商业银行公司治理机制的发展趋势研究;,金融论坛;,1
王兵,不良贷款约束下的中国银行业全要素生产率增长研究;中国区域环境效率与环境全要素生产率增长;环境管制与全要素生产率增长:APEC的实证研究;技术效率、技术进步与东亚经济增长——基于APEC视角的实证分析;产业集聚与环境治理:助力还是阻力——来自开发区设立准自然实验的证据;,经济研究;经济研究;经济研究;经济研究;中国工业经济;,5
王军,金融学期刊的评价:文献简述;金融学期刊的评价:文献简述;,金融评论;金融评论;,2
王冬,《巴塞尔Ⅲ》解析;,金融论坛;,1
王冰辉,价格管制与IPO时机选择;,经济学(季刊);,1
王凌云,金融过度:金融危机视角的研究;银行竞争:理论纷争、政策比较及对发展中国家的启示;,金融评论;金融评论;,2
王凤彬,“竞争”还是“合作”:组织中局部功能替代性部门间冲突的动态演进——基于研华大陆区线上业务的纵向案例研究;,管理世界;,1
王凤荣,税收竞争、区域环境与资本跨区流动——基于企业异地并购视角的实证研究;上市公司与非上市公司的绩效对比:一个产业视角的分析;创业资本的制度创新分析;,经济研究;南开经济研究;南开经济研究;,3
王则柯,无视科学底线的大胆创新——陈禹、谢康《知识经济的测度理论与方法》评述;,经济学(季刊);,1
王刚,我国银行业税收制度研究;国有商业银行在中国企业海外并购中的策略探讨;,金融论坛;金融论坛;,2
王刚刚,R&D补贴政策激励机制的重新审视——基于外部融资激励机制的考察;,中国工业经济;,1
王利娜,在探索、争鸣与创新中前行——《经济研究》2005年度编委会暨创刊50周年纪念会纪要;,经济研究;,1
王利平,经济金融发展良性循环的基础:信贷资金合理配置;,金融研究;,1
王剑锋,中国贸易顺差增长与波动的政治经济学分析——中国式分权体制的视角;,南开经济研究;,1
王勇,民间资本投资渠道拓展对策——宁波市民间资本投资现状调查分析;国内商业银行实施金融工具配置的基础和战略;控制权安排和企业融资结构——控制权安排的承诺作用和激励作用分析;不确定性下的动态科研行为:一个代表者模型;,金融论坛;金融论坛;南开经济研究;世界经济文汇;,4
王勋,金融抑制与经济结构转型;跨国公司进入策略及东道国福利分析;,经济研究;南开经济研究;,2
王华,更严厉的知识产权保护制度有利于技术创新吗?;,经济研究;,1
王博,失衡调整、宏观经济稳定与金融风险防范——首届宏观经济稳定与金融风险防范研讨会综述;高储蓄率、货币供给规则与宏观经济的稳定性;影子银行信用创造机制及其启示;经济冲击与汇率制度选择:基于中国的理论和经验研究;网络借贷是实现普惠金融的有效途径吗——来自“人人贷”的微观借贷证据;,经济研究;经济研究;金融论坛;南开经济研究;中国工业经济;,5
王博森,政府隐性担保风险定价:基于我国债券交易市场的探讨;,经济研究;,1
王同勋,中国经济思想史学科研究的新高峰——评介赵靖教授主编的《中国经济思想通史》;,经济研究;,1
王向明,我国商业银行代发工资业务创新发展策略研究;,金融论坛;,1
王向楠,人寿保险需求的结构性差异:保障和投资;承保业务与寿险公司的动态资本结构——来自中国1998～2009年的证据;,金融评论;金融评论;,2
王君斌,产业投资结构、流动性效应和中国货币政策;,经济研究;,1
王周伟,不同货币政策工具的银行风险承担效应比较研究;,金融论坛;,1
王哲兵,民主还是集权——创业者治理结构的选择;,经济学(季刊);,1
王国俊,现金股利承诺制度与资源配置;,经济研究;,1
王国军,房地产业对相关产业的带动效应研究;,经济研究;,1
王国刚,"坚持问题导向,推进中国经济学研究的创新发展;立足实践发展,推进经济学研究深化;全球治理新框架的经济学哲理——评李扬等著《失衡与再平衡》;坚持发挥市场机制基础性作用的金融体制改革取向;中国货币政策目标的实现机理分析:2001-2010;城镇化:中国经济发展方式转变的重心所在;防控系统性金融风险:新内涵、新机制和新对策;存贷款利率市场化改革的难点、路径选择和应对之策;以公司债券为抓手  推进金融回归实体经济;简论货币、金融与资金的相互关系及政策内涵;基于资产负债表的央行调控能力分析;PPI增长率的连续负增长应引起更多的重视;“一带一路”:闯出全球经济资源配置的中国之路;",经济研究;经济研究;经济研究;经济研究;经济研究;经济研究;金融评论;金融评论;金融评论;金融评论;金融评论;金融论坛;金融论坛;,13
王国成,交互行为视野下博弈论与当代经济学的交汇及发展;经济行为的异质性和实验经济学的发展——全国首届实验经济学发展研讨会述评;,经济研究;经济研究;,2
王国红,新常态下中国银行业的成本效率研究;,金融评论;,1
王国静,金融冲击和中国经济波动;政府支出乘数;,经济研究;经济研究;,2
王垚,产业结构、最优规模与中国城市化路径选择;,经济学(季刊);,1
王增业,中国股市风险价格测度;企业融资方式偏好分析;,南开经济研究;南开经济研究;,2
王增武,财富管理的内涵、理论与实证;金融经济领域中的不确定性研究综述;结构性金融产品的定价与投资决策研究:不确定性方法;,金融评论;金融评论;金融评论;,3
王夏阳,企业承诺、消费者选择与产品质量水平的均衡分析;,经济研究;,1
王大军,大型商业银行财务资源配置研究;,金融论坛;,1
王大海,信用卡消费偏好与营销策略制定——以北京、天津、上海和深圳地区青年白领人群为例;,金融论坛;,1
王天宇,社会保障对生育意愿的影响:来自新型农村合作医疗的证据;,经济研究;,1
王夫良,优化我行信贷资产类会计科目的思考和建议;,金融论坛;,1
王妍,中国金融压力与经济增长的动态关联研究;,金融论坛;,1
王娇莺,场外金融衍生交易双边履约保障法律机制分析——以CSA机制为中心视角;商业银行保证金账户的法律性质与风险防范措施;,金融论坛;金融论坛;,2
王婕,金融工具国际会计准则变革及其对银行业的影响;“中国入世10周年——全面开放与走向国际的中国银行业”研讨会综述;全面开放与走向国际的中国银行业研究文献述评———纪念中国加入WTO10周年;全面开放与走向国际的中国银行业研究文献述评———纪念中国加入WTO10周年;金融双语;,金融论坛;金融论坛;金融论坛;金融论坛;金融论坛;,5
王婧,中国普惠金融的发展评价及影响因素分析;,金融论坛;,1
王婷婷,中国碳金融市场风险度量研究;,金融论坛;,1
王媛,为经济增长而干预:地方政府的土地出让策略分析;,管理世界;,1
王子军,IMF救援方案宏观绩效的实证研究;外商直接投资与中国出口竞争力——对我国按不同技术类别细分的制成品出口的实证分析;,南开经济研究;南开经济研究;,2
王子君,外国直接投资、技术许可与技术创新;市场结构与技术创新——以美国AT&T公司的拆分为例;,经济研究;经济研究;,2
王孝松,贸易壁垒如何影响了中国的出口边际?——以反倾销为例的经验研究;国际农产品价格如何影响了中国农产品价格?;中国出口退税政策的决策和形成机制——基于产品层面的政治经济学分析;,经济研究;经济研究;经济研究;,3
王学斌,失之东隅、收之桑榆:双边市场中的银行卡组织;ATM跨行取款收费制的影响:一个基于网络外部性的分析框架;,经济学(季刊);经济学(季刊);,2
王学龙,中国社会代际流动性之变迁:趋势与原因;中国社会代际流动性之变迁:趋势与原因;,经济研究;经济研究;,2
王宇,利率市场化条件下的中央银行基准利率——兼论价格型货币调控机制;关于金融集聚与国际金融中心建设的理论研究——基于动态随机一般均衡系统和消息冲击的视角;,金融评论;经济学(季刊);,2
王宇伟,企业部门的货币持有与中国货币化率的变动——来自微观层面的经验证据;,中国工业经济;,1
王宇明,银行体系流动性的影响因素及实证检验;,金融论坛;,1
王宇锋,宗族结构、村庄规模与村民收入;,南开经济研究;,1
王守坤,政治资源禀赋的经济效应——来自长征沿线地区发展的证据;,经济研究;,1
王守法,我国证券投资基金绩效的研究与评价;,经济研究;,1
王宋涛,制度环境、市场分割与劳动收入份额——理论分析与基于中国工业企业的实证研究;,南开经济研究;,1
王宏扬,中国家庭商业人身保险需求现状及其影响因素——基于中国家庭金融调查的实证研究;,金融论坛;,1
王宏淼,美国金融财务公司的发展及其对我国的借鉴;,金融论坛;,1
王定星,“FH之谜”在省际的应用及其理论解释;,经济学(季刊);,1
王定祥,金融资本形成与经济增长;,经济研究;,1
王宣喻,信息披露机制对私营企业融资决策的影响;,经济研究;,1
王宪全,试论商业银行贷款过程中的信息不对称问题;,金融论坛;,1
王家传,农村信用社改革与发展问题研究——山东省农村信用社问卷调查综合分析报告;,金融研究;,1
王家瑞,中小企业退出的难点与对策;,世界经济文汇;,1
王小卒,债务融资、破产与经营者动力;,经济学(季刊);,1
王小平,商业银行高端个人客户资产配置特征分析;,金融论坛;,1
王小波,女经济学家专题论坛综述;,经济学(季刊);,1
王小鲁,中国城市化路径与城市规模的经济学分析;中国经济增长方式转换和增长可持续性;中国收入差距的走势和影响因素分析;中国地区差距的变动趋势和影响因素;关于中国经济增长率的几点讨论;中国粮食市场的波动与政府干预;,经济研究;经济研究;经济研究;经济研究;经济学(季刊);经济学(季刊);,6
王小龙,财政“省直管县”改革与基层政府税收竞争;退耕还林:私人承包与政府规制;国有企业人才流失的契约性阻挠与社会福利损失:一种代理理论分析;经济发展、地区分工与地方贸易保护;劳动力转移、留守老人健康与农村养老公共服务供给;,经济研究;经济研究;经济研究;经济学(季刊);南开经济研究;,5
王少国,中国城乡收入差距适度水平的经济效率分析;,南开经济研究;,1
王少平,中国经济增长的长期趋势与经济新常态的数量描述;中国CPI的宏观成分与宏观冲击;中国GDP的趋势周期分解与随机冲击的持久效应;我国城乡收入差距的度量及其对经济增长的效应;我国通货膨胀与通货紧缩的非线性转换;我国货币需求的协整分析及其货币政策建议;,经济研究;经济研究;经济研究;经济研究;经济研究;经济研究;,6
王屯,金融危机背景下中国金融衍生品市场的发展;,金融论坛;,1
王岳龙,房价与地价关系的再检验——来自中国28个省的面板数据;,南开经济研究;,1
王崇敏,商业银行损失消化背后的资金运动分析;我国商业银行内部税务管理的现状及改进建议;,金融论坛;金融论坛;,2
王常柏,金融资产同质性:关于全能银行的一个理论分析;,金融研究;,1
王干,我国环境利益消极保护语境下的环境管理优化研究;,管理世界;,1
王平,利率市场化对银行内部资金转移价格机制设计的影响;中国银行业的宏观效率研究;,金融论坛;金融论坛;,2
王广宇,作业会计框架内的内部价值评估模型与绩效管理研究;我国商业银行重组的变革历程与未来路径;我国零售银行业面临的冲击与改进战略;我国零售银行业面临的冲击与改进战略;客户关系管理及其在我国商业银行领域的应用;,金融论坛;金融论坛;金融论坛;金融论坛;金融论坛;,5
王广谦,物价的合理稳定需要完善利率和汇率的市场形成机制;中国对外投资与引进外资的新变化及政策建议;工商银行未来应走高品质竞争之路;中国金融发展中的结构问题分析;,经济研究;金融论坛;金融论坛;金融研究;,4
王庆石,什么定价模型能够更好地刻画我国A股股价的时间序列特征?——无条件泰勒定价模型及其在我国A股市场中的检验;,经济学(季刊);,1
王庆芳,我国经济学研究的方法与取向——来自2012至2014年度1126篇论文的分析报告;,南开经济研究;,1
王应贵,商业银行金融衍生品交易与风险管理——以法国兴业银行等为例;,金融论坛;,1
王庶,退耕还林、非农就业与农民增收——基于21省面板数据的双重差分分析;,经济研究;,1
王延中,中国社会保障收入再分配效应研究——以社会保险为例;中国社会保险基金模式的偏差及其矫正;,经济研究;经济研究;,2
王延军,经济政策审计评价作用机制研究;经济政策审计评价作用机制研究;,管理世界;管理世界;,2
王延增,基于核心竞争力的商业银行企业文化研究;,金融论坛;,1
王延明,上市公司所得税率变化的敏感性分析;,经济研究;,1
王建东,当代货币局制度的运行特征分析;西方货币政策传导机制理论及对我国的启示;,南开经济研究;南开经济研究;,2
王建峰,AH股市场中知情交易信息传递效率比较研究;,南开经济研究;,1
王建明,环境情感的维度结构及其对消费碳减排行为的影响——情感—行为的双因素理论假说及其验证;,管理世界;,1
王建春,商业银行二级分支行经济资本管理的问题与对策;国有商业银行城市分行组织结构创新构想;,金融论坛;金融论坛;,2
王建英,转型时期土地生产率与农户经营规模关系再考察;,管理世界;,1
王建萍,公司为股东担保的法律效力及商业银行的对策建议;权利质押及其在商业银行信贷管理中的应用;,金融论坛;金融论坛;,2
王开国,政策诱因与中国证券市场的内在不稳定性——转轨过程中新兴市场的特征;,经济研究;,1
王弓,金融集聚对新型城镇化影响的理论与实证研究;,管理世界;,1
王弟海,健康投资能影响跨国人均产出差距吗?——来自跨国面板数据的经验研究;健康人力资本、经济增长和贫困陷阱;持续性不平等的原因及其动态演化综述;新古典模型中收入和财富分配持续不平等的动态演化;,经济研究;经济研究;经济学(季刊);经济学(季刊);,4
王彦超,金融抑制与商业信用二次配置功能;关联担保的债务风险转移;,经济研究;中国工业经济;,2
王彩玲,内生货币创造过程:理论阐述与实证检验;,南开经济研究;,1
王彬,人民币汇率均衡、失衡与贸易顺差调整;,经济学(季刊);,1
王德宏,期间因素能否影响动量效应的市场表现?——来自中国股票市场的经验证据;,金融评论;,1
王德文,中国工业的结构调整、效率与劳动配置;农村迁移劳动力就业与工资决定:教育与培训的重要性;,经济研究;经济学(季刊);,2
王志伟,基于“4E”理论对中医医院医保支付方式适用性的分析;,管理世界;,1
王志军,欧盟银行业一体化发展分析;信用风险转移的工具、机构与市场;国际短期资本流动与国际货币合作方式的选择;,南开经济研究;南开经济研究;南开经济研究;,3
王志刚,农产品批发市场购销商客户关系形成机制研究;关于客户关系的一个理论解释;,南开经济研究;南开经济研究;,2
王怡,印度参与区域经济合作的策略及其评价;,世界经济文汇;,1
王恕立,中国服务业生产率变动的差异分析——基于区域及行业视角;中国服务业分行业生产率变迁及异质性考察;,经济研究;经济研究;,2
王慧琴,国内商业银行中层管理人员胜任力模型研究;国内商业银行中层管理人员胜任力模型研究;,金融论坛;金融论坛;,2
王成勇,中国经济周期阶段的非线性平滑转换;,经济研究;,1
王成辉,我国保险业竞争力诊断指标体系及其应用;,南开经济研究;,1
王扬雷,我国碳金融交易市场的有效性研究——基于北京碳交易市场的分形理论分析;,管理世界;,1
王振中,论剩余价值理论的学术价值及其发展依据;,经济研究;,1
王敏,中国的环境污染与经济增长;,经济学(季刊);,1
王敏玉,我国上市公司实行经理股票期权制研究;,金融论坛;,1
王文利,《需求不确定下的供应链融资研究——基于报童模型视角》;,金融论坛;,1
王文星,贷款定价模式与提高市场竞争力——以工商银行福建省分行贷款定价实践为例;,金融论坛;,1
王文春,房价上涨对工业企业创新的抑制影响研究;,经济学(季刊);,1
王文硕,合同关系对零售客户消费的促进与流失影响;商业银行高端潜力客户的市场细分研究;,金融论坛;金融论坛;,2
王文胜,西部金融发展与区域经济差距——基于面板数据的实证分析;区域金融发展与城乡收入差距关系的实证研究;对西部基层商业银行提高经济增加值的思考;试论国有商业银行信贷资源的区域化配置;,金融论坛;金融论坛;金融论坛;金融论坛;,4
王文贤,基于RFM模型的个人客户忠诚度研究;,金融论坛;,1
王斌,电信市场演化与政府管制——基于随机试验的模型分析;,南开经济研究;,1
王新,中小商业银行实施战略采购研究;凯恩斯乘数理论及信贷资金配置;,金融论坛;金融研究;,2
王旭东,新巴塞尔资本协议与商业银行操作风险量化管理;,金融论坛;,1
王旭祥,国际金融中心的风险传递效应及其管理;,金融评论;,1
王昀,政府补贴驱动工业转型升级的作用机理;,中国工业经济;,1
王昌海,中国自然保护区给予周边社区了什么?——基于1998～2014年陕西、四川和甘肃三省农户调查数据;,管理世界;,1
王昌盛,当前上市银行投资者关系管理热点问题研究;,金融论坛;,1
王明琳,利他行为能够降低代理成本吗?——基于家族企业中亲缘利他行为的实证研究;区域经济转型视角下民间金融与民营企业研究——民间金融、民营企业与区域经济转型升级(2013)研讨会综述;,经济研究;经济研究;,2
王春峰,连续时间金融框架下证券市场跳跃模型研究;我国股票IPOs长期弱势现象的实证研究;中国通货紧缩成因及发展趋势的实证分析;,南开经济研究;南开经济研究;金融研究;,3
王春超,中国农民工多维贫困的演进——基于收入与教育维度的考察;,经济研究;,1
王昭凤,企业模仿成本及其对模仿结果的影响;银企关系制度及其风险性研究;,南开经济研究;南开经济研究;,2
王晋斌,中国汇率传递效应的实证分析;金融控制政策下的金融发展与经济增长;投资选择权约束、意见分歧与中国股市风险;,经济研究;经济研究;经济研究;,3
王晓,资产证券化对系统性风险的影响机制;从美国次贷危机看资产证券化的基本功能;,金融论坛;金融论坛;,2
王晓全,保险经济学:一个综述;,金融评论;,1
王晓天,基于博弈论视角的中国个人信用问题研究;,南开经济研究;,1
王晓娆,环境治理投入与银行资产质量——基于绿色信贷视角的分析;,金融论坛;,1
王晓德,自由贸易与墨西哥经济的发展;,南开经济研究;,1
王晓燕,CEPA对深圳经济金融的影响与深圳市分行的对策思考;入世背景下中外银行的竞争实力对比——国内外28家银行的经营指标分析;,金融论坛;金融论坛;,2
王晓翌,公司债券流动性影响因素的实证分析;,金融论坛;,1
王晓芳,期限溢价、超额收益与宏观风险不确定性——基于银行间国债市场的分析;上证综指波动特征及收益率影响因素研究——基于EEMD和VAR模型分析;企业年金制度的经济效应——基于一般均衡模型的研究;,南开经济研究;南开经济研究;南开经济研究;,3
王晓蓉,“新熊彼特”技术变迁理论评述;,南开经济研究;,1
王晓龙,中国银行资本监管模式选择研究;中国银行资本监管模式选择研究;银行资本监管与商业银行风险——对中国13家商业银行的实证研究;,金融论坛;金融论坛;金融论坛;,3
王晨宇,保证贷款是降低融资成本的有效手段吗?——基于中国上市企业的经验证据;,金融论坛;,1
王景兰,不良资产投资利润产生的机理分析;,金融论坛;,1
王景富,农村信用社推广农户小额信用贷款的实证研究;,金融研究;,1
王智勇,西部地区县域城镇化对经济增长的影响分析——基于云南省2005～2012年面板数据的研究;,金融评论;,1
王智波,好男人都结婚了吗?——探究我国男性工资婚姻溢价的形成机制;,经济学(季刊);,1
