,title,mag_name,mag_classn,mag_city,mag_city_code,author_first,author_unit_first,unit_city,unit_city_code,coauthor,ym,class_num
6016,中央银行应当关注相对价格的变化吗?,经济学季刊,经济与管理,北京市,1100,顾标,上海大学,上海市,3100.0, 周纪恩,2009-10-01,F
6017,不完全资本市场、预防性储蓄与通货膨胀的福利成本分析,经济学季刊,经济与管理,北京市,1100,李俊青,南开大学,天津市,1200.0, 韩其恒,2009-10-01,F
6018,地方官员更替与经济增长,经济学季刊,经济与管理,北京市,1100,王贤彬,中山大学,广州市,4401.0, 徐现祥; 李郇,2009-07-01,D;F
6019,地理距离和技术外溢效应——对技术和经济集聚现象的空间计量学解释,经济学季刊,经济与管理,北京市,1100,符淼,广东外语外贸大学,广州市,4401.0,,2009-07-01,F;F
6020,政府竞争与区域经济差异,经济学季刊,经济与管理,北京市,1100,刘雅南,厦门大学,厦门市,3502.0, 邵宜航,2009-07-01,F;F
6021,城市化、城乡差距以及全国居民总体收入差距的变动——收入差距倒U形假说的实证检验,经济学季刊,经济与管理,北京市,1100,周云波,南开大学,天津市,1200.0,,2009-07-01,F;F;F
6022,人力资本与研发行为——基于民营企业调研数据的分析,经济学季刊,经济与管理,北京市,1100,吴延兵,中国社会科学院,北京市,1100.0, 刘霞辉,2009-07-01,F;F;F
6023,运营商利用消费者的上瘾行为定价了吗——来自中国网络游戏产业的经验证据,经济学季刊,经济与管理,北京市,1100,杨剑侠,上海交通大学,上海市,3100.0, 陈宏民; 包兴,2009-07-01,F;F
6024,FDI对国内投资的挤出(入)效应:产业组织视角,经济学季刊,经济与管理,北京市,1100,程培堽,苏州农业职业技术学院,苏州市,3205.0, 周应恒; 殷志扬,2009-07-01,F;F
6025,不完备市场的多层次治理——基于比较制度实验的研究,经济学季刊,经济与管理,北京市,1100,李晓义,南开大学,天津市,1200.0, 李建标,2009-07-01,F;F
6026,区域经济一体化、FDI与国际生产转移:一个自由资本模型,经济学季刊,经济与管理,北京市,1100,鲁晓东,中山大学,广州市,4401.0, 李荣林,2009-07-01,F
6027,我国行业层次的TFP估计:1981—2000,经济学季刊,经济与管理,北京市,1100,任若恩,北京航空航天大学,北京市,1100.0, 孙琳琳,2009-04-01,F;F
6029,欧盟玩具业环境规制对我国玩具出口的绿色壁垒效应——基于我国四类玩具出口欧盟十国的面板数据分析:1990—2006,经济学季刊,经济与管理,北京市,1100,李昭华,华中科技大学,武汉市,4201.0, 蒋冰冰,2009-04-01,F;F;F
6030,基于双边市场框架的软件产业若干问题研究,经济学季刊,经济与管理,北京市,1100,李泉,上海交通大学,上海市,3100.0, 陈宏民,2009-04-01,F;F
6031,学习效应、拥挤性、地区的分工和集聚,经济学季刊,经济与管理,北京市,1100,李君华,华中科技大学,武汉市,4201.0,,2009-04-01,F;F
6032,垄断竞争、利益集团与贸易战,经济学季刊,经济与管理,北京市,1100,吴韧强,华中科技大学,武汉市,4201.0, 刘海云,2009-04-01,F;F;F
6033,股市收益、收益波动与中国城镇居民消费行为,经济学季刊,经济与管理,北京市,1100,陈强,福建省福州大学,福州市,3501.0, 叶阿忠,2009-04-01,F;F;F
6034,市场价值、生产效率与上市公司多元化经营:理论与证据,经济学季刊,经济与管理,北京市,1100,李捷瑜,中山大学,广州市,4401.0, 江舒韵,2009-04-01,F;F
6035,企业的研发外包:一个综述,经济学季刊,经济与管理,北京市,1100,费方棫,上海交通大学,上海市,3100.0, 李靖; 郑育家; 蒋士成,2009-04-01,F
6036,发展生物燃料乙醇对我国区域农业发展的影响分析,经济学季刊,经济与管理,北京市,1100,黄季焜,中国科学院,北京市,1100.0, 仇焕广; Michiel Keyzer; Erika Meng; Wim van Veen,2009-01-01,F;F
6037,规制权力配置、下游垄断与中国电力产业的接入歧视——理论分析与初步的实证检验,经济学季刊,经济与管理,北京市,1100,白让让,复旦大学,上海市,3100.0, 王小芳,2009-01-01,F;F
6038,投名状vs.污点证人制度——团伙犯罪刑罚设计的行为法经济学分析,经济学季刊,经济与管理,北京市,1100,叶德珠,暨南大学,广州市,4401.0,,2009-01-01,D
6039,过度教育与教育的信号功能,经济学季刊,经济与管理,北京市,1100,李锋亮,清华大学,北京市,1100.0, 岳昌君; 侯龙龙,2009-01-01,G
6041,技术差距、后发陷阱和创新激励——一个纵向差异模型,经济学季刊,经济与管理,北京市,1100,寇宗来,复旦大学,上海市,3100.0,,2009-01-01,F;F
6042,两大部类增长速度对比关系的探讨——对生产资料优先增长问题的考察,经济学季刊,经济与管理,北京市,1100,朱殊洋,广州行政学院,广州市,4401.0,,2009-01-01,F
6043,再评诺斯的制度变迁理论,经济学季刊,经济与管理,北京市,1100,韦森,复旦大学,上海市,3100.0,,2009-01-01,F
6044,美国对华贸易政策的决策和形成因素——以PNTR议案投票结果为例的政治经济分析,经济学季刊,经济与管理,北京市,1100,李坤望,南开大学,天津市,1200.0, 王孝松,2009-01-01,F
6045,不平等的度量与分解,经济学季刊,经济与管理,北京市,1100,万广华,云南财经大学,昆明市,5301.0,,2008-10-01,F;F
6046,我国B-C网络消费者锁定问题的实证研究,经济学季刊,经济与管理,北京市,1100,黄爱白,中国农业大学,北京市,1100.0, 赵冬梅,2008-10-01,F;F
6047,引入境外战略投资者是否提升了公司价值——来自H股公司的经验证据,经济学季刊,经济与管理,北京市,1100,石凡,北京大学,北京市,1100.0, 陆正飞; 张然,2008-10-01,F;F;F
6048,通货膨胀、政府收益与社会福利损失,经济学季刊,经济与管理,北京市,1100,赵留彦,北京大学,北京市,1100.0,,2008-10-01,D;F;F
6049,区域间劳动力迁移对地区差距的影响,经济学季刊,经济与管理,北京市,1100,许召元,国务院,北京市,1100.0, 李善同,2008-10-01,F;F;F
6050,中国制造业资本深化和就业调整——基于利润最大化假设的分析,经济学季刊,经济与管理,北京市,1100,袁富华,中国社会科学院,北京市,1100.0, 李义学,2008-10-01,F;F;F
6051,多代理人情形下的授权结构与激励,经济学季刊,经济与管理,北京市,1100,蔡洪滨,北京大学,北京市,1100.0, 刘青,2008-10-01,F;F
6052,异质性、分割生产与国际贸易,经济学季刊,经济与管理,北京市,1100,高越,山东理工大学,淄博市,3703.0, 李荣林,2008-10-01,F;F
6053,公司治理与内幕交易监管效率研究,经济学季刊,经济与管理,北京市,1100,朱伟骅,复旦大学,上海市,3100.0,,2008-10-01,F;F;F
6054,外资溢出对中国私营企业生产率的异质性影响——来自普查数据的证据,经济学季刊,经济与管理,北京市,1100,王争,浙江大学,杭州市,3301.0, 孙柳媚; 史晋川,2008-10-01,F;F;F
6055,非参数估计方法在长江和珠江三角洲地区城镇居民消费支出分析中的应用,经济学季刊,经济与管理,北京市,1100,周先波,中山大学,广州市,4401.0, 田凤平,2008-07-01,F;F
6056,中国农村地区的家庭成份、家庭文化和教育,经济学季刊,经济与管理,北京市,1100,佐藤宏,日本一桥大学,国外,9000.0, 李实,2008-07-01,D
6057,放松计划生育政策将如何影响经济增长——基于家庭养老视角的理论分析,经济学季刊,经济与管理,北京市,1100,刘永平,福州大学,福州市,3501.0, 陆铭,2008-07-01,C
6058,企业家合约与经济增长,经济学季刊,经济与管理,北京市,1100,云鹤,浙江理工大学,杭州市,3301.0, 舒元,2008-07-01,F;F
6059,收益递增、运输成本与贸易模式,经济学季刊,经济与管理,北京市,1100,王洪光,暨南大学,广州市,4401.0,,2008-07-01,F;F
6061,市场规模与中国省区的产业增长,经济学季刊,经济与管理,北京市,1100,黄玖立,南开大学,天津市,1200.0, 黄俊立,2008-07-01,F;F
6062,声誉、搜寻成本与网上交易市场均衡,经济学季刊,经济与管理,北京市,1100,吴德胜,南开大学,天津市,1200.0, 李维安,2008-07-01,F;F
6063,农村迁移劳动力就业与工资决定:教育与培训的重要性,经济学季刊,经济与管理,北京市,1100,王德文,中国社会科学院,北京市,1100.0, 蔡昉; 张国庆,2008-07-01,F
6064,信息优势、市场预期与国有商业银行的经营业绩——基于不完全信息Cournot混合寡占模型的分析,经济学季刊,经济与管理,北京市,1100,侯晓辉,西安交通大学,西安市,6101.0, 周翔翼; 姬升良,2008-07-01,F
6065,收入增长和分配对我国农村减贫的影响——方法、特征与证据,经济学季刊,经济与管理,北京市,1100,陈立中,北京大学,北京市,1100.0,,2009-01-01,F;F;F
6066,全流通影响了市场波动性吗——基于沪深股市的实证研究,经济学季刊,经济与管理,北京市,1100,陈晓红,中南大学,长沙市,4301.0, 佘坚; 周颖,2009-01-01,F;F
6068,深度一体化、外国直接投资与发展中国家的自由贸易区战略,经济学季刊,经济与管理,北京市,1100,东艳,中国社会科学院,北京市,1100.0,,2009-01-01,F;F
6069,“亚洲间贸易”论的理论述评及其现实意义,经济学季刊,经济与管理,北京市,1100,洪之涓,南京财经大学,南京市,3201.0,,2009-01-01,F
6070,一个新的基尼系数子群分解公式——兼论中国总体基尼系数的城乡分解,经济学季刊,经济与管理,北京市,1100,洪兴建,浙江工商大学,杭州市,3301.0,,2008-10-01,F;F;F
6071,不确定性条件下的房地产价格决定:随机模型和经验分析,经济学季刊,经济与管理,北京市,1100,史永东,东北财经大学,大连市,2102.0, 陈日清,2008-10-01,F;F
6072,为何1959—1961年大饥荒终结于1962年,经济学季刊,经济与管理,北京市,1100,范子英,复旦大学,上海市,3100.0, 孟令杰; 石慧,2008-10-01,K
6073,空间外部性与地区工资差异:基于动态面板数据的实证研究,经济学季刊,经济与管理,北京市,1100,刘修岩,东南大学,南京市,3201.0, 殷醒民,2008-10-01,F;F
6074,经济集聚密度与劳动生产率差异——基于北京市微观数据的实证研究,经济学季刊,经济与管理,北京市,1100,陈良文,天津新技术产业园区科技局,天津市,1200.0, 杨开忠; 沈体雁; 王伟,2008-10-01,F;F;F
6075,中国西部地区农村内部不平等状况研究——基于贵州住户调查数据的分析,经济学季刊,经济与管理,北京市,1100,邢鹂,中国农业科学院,北京市,1100.0, 樊胜根; 罗小朋; 张晓波,2008-10-01,F;F
6076,公司治理与股改对价的确定,经济学季刊,经济与管理,北京市,1100,靳庆鲁,上海财经大学,上海市,3100.0, 原红旗,2008-10-01,F;F
6077,外商直接投资对内资制造业企业的溢出效应:基于地理距离的研究,经济学季刊,经济与管理,北京市,1100,刘巳洋,香港大学,香港,8100.0, 路江涌; 陶志刚,2008-10-01,F;F;F
6078,竞赛中的最优奖励:一个拍卖分析框架,经济学季刊,经济与管理,北京市,1100,夏晓华,中山大学,广州市,4401.0, 王美今,2008-10-01,F;F
6079,和谐社会与共享式增长——评林毅夫、庄巨忠等所编《以共享式增长促进社会和谐》,经济学季刊,经济与管理,北京市,1100,龚刚,南开大学,天津市,1200.0,,2008-10-01,F
6080,发展中国家间的民主进步能促进其双边贸易吗——基于引力模型的一个实证研究,经济学季刊,经济与管理,北京市,1100,余淼杰,北京大学,北京市,1100.0,,2008-07-01,D;F;F
6081,外部掠夺下的国防开支与经济增长,经济学季刊,经济与管理,北京市,1100,刘涛雄,清华大学,北京市,1100.0, 胡鞍钢,2008-07-01,E;F;F
6083,中美贸易协商:不确定性与最优选择,经济学季刊,经济与管理,北京市,1100,周颖刚,厦门大学,厦门市,3502.0,,2008-07-01,F;F
6084,财政转移与产业集聚,经济学季刊,经济与管理,北京市,1100,梁琦,中山大学,广州市,4401.0, 吴俊,2008-07-01,F;F;F
6085,信贷需求:小额信贷覆盖率的决定因素之一——来自中国北方四县调查的证据,经济学季刊,经济与管理,北京市,1100,程恩江,澳大利亚墨尔本维多利亚大学,国外,9000.0, Abdullahi D. Ahmed,2008-07-01,F;F
6086,银行监管力量重构损害了市场约束的效用吗——基于亚洲银行1991—2005年面板数据的研究,经济学季刊,经济与管理,北京市,1100,曹元涛,南开大学,天津市,1200.0, 范小云,2008-07-01,F;F
6087,信息化对劳动力市场的影响:个人电脑使用回报率的估计,经济学季刊,经济与管理,北京市,1100,陈玉宇,北京大学,北京市,1100.0, 吴玉立,2008-07-01,F
6088,波动率微笑、相对偏差和交易策略——基于非线性生灭过程的股价波动一般扩散模型,经济学季刊,经济与管理,北京市,1100,曾伟,中国投资有限责任公司,北京市,1100.0, 陈平,2008-07-01,F
6089,房价上涨与生育率的长期下降:基于香港的实证研究,经济学季刊,经济与管理,北京市,1100,易君健,香港中文大学,香港,8100.0, 易行健,2008-04-01,C;F
6090,我国高校效率研究,经济学季刊,经济与管理,北京市,1100,成刚,北京师范大学,北京市,1100.0, 孙志军,2008-04-01,G
6091,生产率对中国经济增长的贡献:新的估计,经济学季刊,经济与管理,北京市,1100,吴延瑞,西部澳大利亚大学,国外,9000.0,,2008-04-01,F;F
6092,中国工业生产率的增长与收敛,经济学季刊,经济与管理,北京市,1100,谢千里,美国布兰代斯大学,国外,9000.0, 罗斯基; 张轶凡,2008-04-01,F;F
6093,交通行业生产率变动的Bootstrap-Malmquist指数分析(1980—2005),经济学季刊,经济与管理,北京市,1100,王亚华,清华大学,北京市,1100.0, 吴凡; 王争,2008-04-01,F;F
6094,高技术产业技术投入和生产率增长之间关系的研究,经济学季刊,经济与管理,北京市,1100,王玲,中国社会科学院,北京市,1100.0, Adam Szirmai,2008-04-01,F;F
6095,技术引进与地区经济收敛,经济学季刊,经济与管理,北京市,1100,李光泗,南京财经大学,南京市,3201.0, 徐翔,2008-04-01,F;F
6096,中国的经济增长能否持续?——一个生产率视角,经济学季刊,经济与管理,北京市,1100,郑京海,瑞典哥德堡大学,国外,9000.0, 胡鞍钢; Arne Bigsten,2008-04-01,F
6099,基于效率的环境产权分配,经济学季刊,经济与管理,北京市,1100,马士国,华东理工大学,上海市,3100.0,,2008-01-01,F
6100,国际贸易、技术进步和中国工业行业的生产率增长,经济学季刊,经济与管理,北京市,1100,李小平,中南财经政法大学,武汉市,4201.0, 卢现祥; 朱钟棣,2008-01-01,F;F;F
6101,资本积累与最优银行规模,经济学季刊,经济与管理,北京市,1100,徐高,北京大学,北京市,1100.0, 林毅夫,2008-01-01,F;F
6103,资本监管、银行信贷与货币政策非对称效应,经济学季刊,经济与管理,北京市,1100,戴金平,南开大学,天津市,1200.0, 金永军; 刘斌,2008-01-01,F;F;F
6104,大股东制衡、治理战略与信息披露——来自2003年中国上市公司的证据,经济学季刊,经济与管理,北京市,1100,唐跃军,复旦大学,上海市,3100.0, 吕斐适; 程新生,2008-01-01,F;F
6105,“过密化”理论的经济学评析:宏观证据与微观行为,经济学季刊,经济与管理,北京市,1100,张同龙,天津师范大学,天津市,1200.0,,2008-01-01,F
6106,中国中部用水者协会对农户生产的影响,经济学季刊,经济与管理,北京市,1100,刘静,中国农业科学院,北京市,1100.0, Ruth Meinzen-Dick; 钱克明; 张陆彪; 蒋藜,2008-01-01,F
6107,退休年龄、教育年限与社会保障,经济学季刊,经济与管理,北京市,1100,林忠晶,北京大学,北京市,1100.0, 龚六堂,2007-10-01,F;G
6108,分权与增长:中国的故事,经济学季刊,经济与管理,北京市,1100,张军,复旦大学,上海市,3100.0,,2007-10-01,F
6109,中国经济增长、外商直接投资和出口贸易的互动实证分析,经济学季刊,经济与管理,北京市,1100,姚树洁,英国诺丁汉大学,国外,9000.0, 韦开蕾,2007-10-01,F
6110,集聚与分散:新经济地理学模型与城市内部空间结构、外部规模经济效应的整合研究,经济学季刊,经济与管理,北京市,1100,陈良文,北京大学,北京市,1100.0, 杨开忠,2007-10-01,F
6111,公共设施评价中的异质性信念与房产价格——中国房产泡沫生成的可能解释,经济学季刊,经济与管理,北京市,1100,张涛,复旦大学,上海市,3100.0, 王学斌; 陈磊,2007-10-01,F
6112,中国制造业外资生产率溢出的条件性研究,经济学季刊,经济与管理,北京市,1100,王玲,中国社会科学院,北京市,1100.0, 涂勤,2007-10-01,F
6113,风险偏好的差异性与融资的多样性,经济学季刊,经济与管理,北京市,1100,燕志雄,上海交通大学,上海市,3100.0, 费方域,2007-10-01,F
6114,可计算的一般非均衡模型,经济学季刊,经济与管理,北京市,1100,宋小川,重庆工商大学,重庆市,5000.0,,2008-04-01,F
6115,贫困按要素分解:方法与例证,经济学季刊,经济与管理,北京市,1100,万广华,云南财经大学,昆明市,5301.0, 张藕香,2008-04-01,F;F
6116,中国工业R&D产出弹性测算(1993—2002),经济学季刊,经济与管理,北京市,1100,吴延兵,中国社会科学院,北京市,1100.0,,2008-04-01,F;F
6117,制造业企业相对效率的度量和比较及其外生决定因素(2000—2004),经济学季刊,经济与管理,北京市,1100,刘小玄,中国社会科学院,北京市,1100.0, 李双杰,2008-04-01,F;F
6118,考虑环境因素的省级技术效率排名(1999—2005),经济学季刊,经济与管理,北京市,1100,胡鞍钢,清华大学,北京市,1100.0, 郑京海; 高宇宁; 张宁; 许海萍,2008-04-01,F;F
6119,《经济学(季刊)》生产率研究专辑引言,经济学季刊,经济与管理,北京市,1100,郑京海,哥德堡大学,国外,9000.0,,2008-04-01,
6120,转基因食品、消费者购买行为与市场份额——以城市居民超市食用油消费为例的验证,经济学季刊,经济与管理,北京市,1100,钟甫宁,南京农业大学,南京市,3201.0, 陈希,2008-04-01,F
6121,基于报酬合约的经理人羊群行为研究,经济学季刊,经济与管理,北京市,1100,申明浩,广东外语外贸大学,广州市,4401.0, 宋剑波,2008-04-01,F
6123,电子商务市场价格离散度的收敛分析,经济学季刊,经济与管理,北京市,1100,赵冬梅,中国农业大学,北京市,1100.0,,2008-01-01,F;F
6124,中国人均GDP的空间相关与地区收敛:1978—2003,经济学季刊,经济与管理,北京市,1100,张晓旭,西安交通大学,西安市,6101.0, 冯宗宪,2008-01-01,F;F
6125,国际贸易的麦敕勒悖论及其验证:来自美国及OECD成员国的经验证据,经济学季刊,经济与管理,北京市,1100,余淼杰,北京大学,北京市,1100.0,,2008-01-01,F;F
6126,外商在华直接投资区域聚集非均衡性的实证研究,经济学季刊,经济与管理,北京市,1100,冯涛,西安交通大学,西安市,6101.0, 赵会玉; 杜苗苗,2008-01-01,F;F
6127,金融资产定价异常现象研究综述及其对新资产定价理论的启示,经济学季刊,经济与管理,北京市,1100,宋军,复旦大学,上海市,3100.0, 吴冲锋,2008-01-01,F;F
6128,中国资本积累的动态效率:1978—2005,经济学季刊,经济与管理,北京市,1100,吕冰洋,清华大学,北京市,1100.0,,2008-01-01,F;F
6129,信息揭示与资本市场效率——信息有效与配置有效,经济学季刊,经济与管理,北京市,1100,黄泽先,湖南大学,长沙市,4301.0, 曾令华; 江群; 段忠东,2008-01-01,F;F
6130,持续性不平等的原因及其动态演化综述,经济学季刊,经济与管理,北京市,1100,王弟海,复旦大学,上海市,3100.0, 龚六堂,2008-01-01,F
6131,失业保险金与再就业行为,经济学季刊,经济与管理,北京市,1100,吴永球,重庆大学,重庆市,5000.0, 冉光和; 曹跃群,2007-10-01,F
6132,回归凯恩斯——写于《通论》发表70周年,经济学季刊,经济与管理,北京市,1100,龚刚,南开大学,天津市,1200.0,,2007-10-01,F
6133,资本壁垒与产业集群——基于浙江濮院羊毛衫产业的案例研究,经济学季刊,经济与管理,北京市,1100,阮建青,浙江大学,杭州市,3301.0, 张晓波; 卫龙宝,2007-10-01,F
6134,建立在行为经济学理论基础上的委托-代理模型:物质效用与动机公平的替代,经济学季刊,经济与管理,北京市,1100,蒲勇健,重庆大学,重庆市,5000.0,,2007-10-01,F
6135,关税结构的政治经济学解释——基于“保护待售”模型的博弈分析,经济学季刊,经济与管理,北京市,1100,刘海云,华中科技大学,武汉市,4201.0, 吴韧强,2007-10-01,F;F
6136,中国经济增长如何持续发挥规模效应?——经济开放与国内商品市场分割的实证研究,经济学季刊,经济与管理,北京市,1100,陈敏,美国纽约州立大学,国外,9000.0, 桂琦寒; 陆铭; 陈钊,2007-10-01,F
6137,非参数成本前沿模型与中国工业增长模式研究,经济学季刊,经济与管理,北京市,1100,涂正革,华中师范大学,武汉市,4201.0, 肖耿,2007-10-01,F
6138,双轨制、价格市场化与总量投资分析,经济学季刊,经济与管理,北京市,1100,李敏波,北京大学,北京市,1100.0, 王一鸣,2007-10-01,F
6139,真实汇率与真实利率差异——基于人民币真实汇率的实证研究,经济学季刊,经济与管理,北京市,1100,顾标,北京大学,北京市,1100.0, 周纪恩,2007-10-01,F
6140,什么定价模型能够更好地刻画我国A股股价的时间序列特征?——无条件泰勒定价模型及其在我国A股市场中的检验,经济学季刊,经济与管理,北京市,1100,王庆石,东北财经大学,大连市,2102.0, 彭宜钟,2007-10-01,F
6141,违约风险与贷款定价:一个基于期权方法和软预算约束的新模型,经济学季刊,经济与管理,北京市,1100,金雪军,浙江大学,杭州市,3301.0, 毛捷,2007-07-01,F;F
6143,区域一体化、经济增长与政治晋升,经济学季刊,经济与管理,北京市,1100,徐现祥,中山大学,广州市,4401.0, 李郇; 王美今,2007-07-01,F;F
6144,损失规避与经济波动的福利成本研究,经济学季刊,经济与管理,北京市,1100,张耿,上海外国语大学,上海市,3100.0, 胡海鸥,2007-07-01,F;F
6145,中国资本投资回报率的估算和影响因素分析——1999—2004年上市公司的经验,经济学季刊,经济与管理,北京市,1100,辛清泉,重庆大学,重庆市,5000.0, 林斌; 杨德明,2007-07-01,F;F;F
6146,市场整合研究方法与传达的信息,经济学季刊,经济与管理,北京市,1100,韩胜飞,华南理工大学,广州市,4401.0,,2007-07-01,F
6148,企业生产率的代际效应和年龄效应,经济学季刊,经济与管理,北京市,1100,周黎安,北京大学,北京市,1100.0, 张维迎; 顾全林; 汪淼军,2007-07-01,F
6149,货币流通速度和产出变动的动态一般均衡分析,经济学季刊,经济与管理,北京市,1100,耿中元,哈尔滨工业大学,哈尔滨市,2301.0, 曾令华,2007-07-01,F
6150,我国制造业区域集聚程度决定因素的研究,经济学季刊,经济与管理,北京市,1100,路江涌,清华大学,北京市,1100.0, 陶志刚,2007-04-01,F;F
6151,纵向关联市场间的价格传递,经济学季刊,经济与管理,北京市,1100,王秀清,中国农业大学,北京市,1100.0, H.T.Weldegebriel; A.J.Rayner,2007-04-01,F;F
6152,中国农村医疗保障制度:一项基于异质性个体决策行为的理论研究,经济学季刊,经济与管理,北京市,1100,封进,复旦大学,上海市,3100.0, 宋铮,2007-04-01,R
6153,高考录取机制的博弈分析,经济学季刊,经济与管理,北京市,1100,聂海峰,中山大学,广州市,4401.0,,2007-04-01,G
6154,经济学的性质与哲学视角审视下的经济学——一个基于经济思想史的理论回顾与展望,经济学季刊,经济与管理,北京市,1100,韦森,复旦大学,上海市,3100.0,,2007-04-01,F
6155,网上交易中的私人秩序——社区、声誉与第三方中介,经济学季刊,经济与管理,北京市,1100,吴德胜,南开大学,天津市,1200.0,,2007-04-01,F
6156,我国金融机构的存差:历史沿革和含义变化,经济学季刊,经济与管理,北京市,1100,汪洋,江西财经大学,南昌市,3601.0,,2007-04-01,F
6157,分工与农业组织化演进:基于间接定价理论模型的分析,经济学季刊,经济与管理,北京市,1100,向国成,湖南科技大学,湘潭市,4303.0, 韩绍凤,2007-01-01,F;F
6158,领导、追随与社群合作的集体行动:基于公平相容约束的扩展,经济学季刊,经济与管理,北京市,1100,皮建才,北京大学,北京市,1100.0,,2007-01-01,C;F
6159,领导、追随与社群合作的集体行动——行业协会反倾销诉讼的案例分析,经济学季刊,经济与管理,北京市,1100,朱宪辰,南京理工大学,南京市,3201.0, 李玉连,2007-01-01,D
6160,职业流动中的性别差异:审视中国城市劳动力市场,经济学季刊,经济与管理,北京市,1100,宋月萍,南开大学,天津市,1200.0,,2007-01-01,F
6161,经济自由及其变动的增长效应——来自跨国经济增长面板数据的再检视,经济学季刊,经济与管理,北京市,1100,黄怡胜,中山大学,广州市,4401.0, 舒元,2007-01-01,F
6162,社会资本的作用随市场化进程减弱还是加强?——来自中国农村贫困的实证研究,经济学季刊,经济与管理,北京市,1100,张爽,复旦大学,上海市,3100.0, 陆铭; 章元,2007-01-01,F
6163,土地兼并的历史检视,经济学季刊,经济与管理,北京市,1100,刘正山,东北财经大学,大连市,2102.0,,2007-01-01,F
6164,人民币汇率决定的市场微观结构分析,经济学季刊,经济与管理,北京市,1100,陈浪南,中国立信风险管理研究院,北京市,1100.0, 林伟斌; 欧阳永卫,2007-10-01,F
6165,我国经济增长的多重均衡现象——基于动态门槛面板数据模型的研究,经济学季刊,经济与管理,北京市,1100,彭方平,中山大学,广州市,4401.0, 王少平; 吴强,2007-07-01,F;F
6166,购买力平价非线性检验方法的进展回顾及其对人民币实际汇率的应用,经济学季刊,经济与管理,北京市,1100,张卫平,北京大学,北京市,1100.0,,2007-07-01,F;F
6167,经济转型下的中国城镇女性就业、收入及其对家庭收入不平等的影响,经济学季刊,经济与管理,北京市,1100,丁赛,中国社会科学院,北京市,1100.0, 董晓媛; 李实,2007-07-01,F;F
6168,经济结构变化和经济增长,经济学季刊,经济与管理,北京市,1100,陈体标,上海市综合经济研究所,上海市,3100.0,,2007-07-01,F;F
6169,通货膨胀目标制并不能解决我国货币政策低效率问题——一个基于政策时滞和扰动冲击的研究,经济学季刊,经济与管理,北京市,1100,陈利平,上海财经大学,上海市,3100.0,,2007-07-01,F;F
6170,提高信息披露质量真的能降低股权资本成本吗?,经济学季刊,经济与管理,北京市,1100,吴文锋,上海交通大学,上海市,3100.0, 吴冲锋; 芮萌,2007-07-01,F;F
6171,专业化产业集聚、空间成本与区域工业化,经济学季刊,经济与管理,北京市,1100,何雄浪,宜宾学院,宜宾市,5115.0, 李国平,2007-07-01,F
6172,所有权性质、多元化和资本结构内生性,经济学季刊,经济与管理,北京市,1100,洪道麟,北京大学,北京市,1100.0, 熊德华; 刘力,2007-07-01,F;F
6173,并购的频繁程度意味着什么——来自我国上市公司并购绩效的证据,经济学季刊,经济与管理,北京市,1100,韩立岩,北京航空航天大学,北京市,1100.0, 陈庆勇,2007-07-01,F;F
6174,外汇储备收益率、币种结构和热钱,经济学季刊,经济与管理,北京市,1100,盛柳刚,美国弗吉尼亚理工大学,国外,9000.0, 赵洪岩,2007-07-01,F
6175,本地市场效应:理论和经验研究的新近进展,经济学季刊,经济与管理,北京市,1100,钱学锋,中南财经政法大学,武汉市,4201.0, 梁琦,2007-04-01,F;F
6176,中国城市劳动力市场的一体化进程,经济学季刊,经济与管理,北京市,1100,杨涛,美国弗吉尼亚理工大学,国外,9000.0, 盛柳刚,2007-04-01,F
6177,择优分配最优化原理及其应用,经济学季刊,经济与管理,北京市,1100,茅于轼,天则经济研究所,北京市,1100.0,,2007-04-01,F
6178,“人以群分”:非市场互动和群分效应的文献评论,经济学季刊,经济与管理,北京市,1100,陆铭,复旦大学,上海市,3100.0, 张爽,2007-04-01,F
6179,近代外国在华投资:规模与效应分析,经济学季刊,经济与管理,北京市,1100,杨德才,南京大学,南京市,3201.0,,2007-04-01,F
6180,经济转轨中国有资本比重的最优路径选择——一个动态模型,经济学季刊,经济与管理,北京市,1100,解明,复旦大学,上海市,3100.0,,2007-01-01,F;F
6181,季节调整中的春节模型,经济学季刊,经济与管理,北京市,1100,栾惠德,南开大学,天津市,1200.0, 张晓峒,2007-01-01,F
6182,部门选择对工资性别差距的影响:1988—2001年,经济学季刊,经济与管理,北京市,1100,葛玉好,北京大学,北京市,1100.0,,2007-01-01,F
6183,平等与增长携手并进——收益递增、策略性行为和分工的效率损失,经济学季刊,经济与管理,北京市,1100,陆铭,复旦大学,上海市,3100.0, 陈钊; 杨真真,2007-01-01,F
6184,我国两部门劳动生产率增长及国际比较(1978—2005)——巴拉萨萨缪尔森效应与人民币实际汇率关系的重新考察,经济学季刊,经济与管理,北京市,1100,卢锋,北京大学,北京市,1100.0, 刘鎏,2007-01-01,F
6185,经济作物、食物获取权与饥荒:对森的理论的检验,经济学季刊,经济与管理,北京市,1100,范子英,南京农业大学,南京市,3201.0, 孟令杰,2007-01-01,F
6186,上市公司的财务政策与绩效,经济学季刊,经济与管理,北京市,1100,翟林瑜,大阪市立大学,国外,9000.0,,2007-01-01,F
6187,FDI与国内资本:挤出还是挤入,经济学季刊,经济与管理,北京市,1100,罗长远,复旦大学,上海市,3100.0,,2007-01-01,F
