index,Unnamed: 0,Unnamed: 0.1,id,title,author,author_unit,mag_name,year_period,cited,download,keyword,abstract,fund,class_num,page_num,page_range,author_first,paper_num,aufw,content,cut_out,cutlength
77,77,77,78,政府质量、公司治理结构与投资决策——基于世界银行企业调查数据的经验研究;,焦豪; 焦捷; 刘瑞明,  北京师范大学经济与工商管理学院  清华大学经济管理学院  中国人民大学国家发展与战略研究院,管理世界;,2017-10-15,1,1090,"关键词：政府质量;
公司治理结构;
投资决策;
动态能力;
异质性;","投资有利于国家和地区经济的高速增长,有助于企业构建作为竞争优势获取机制的动态能力以适应复杂多变的环境。本研究使用世界银行的分层抽样企业调查数据,探讨了政府质量和公司治理结构对企业投资决策的影响。研究发现:第一,政府质量对企业的投资有显著的正向影响,企业所在地政府质量越高,企业净利润中用于投资活动的比例越高。第二,企业投资决策不仅仅依赖于政府质量和公司治理结构各自的单独影响,而且依赖于政府质量与公司治理结构在企业投资决策过程中的互动影响关系。在既定的政府质量水平下,企业越是倾向于向""两权分离""的公司治理结构发展时,越能够激发企业的投资能力和投资意愿。本文的研究结论拓展了有关政府质量和公司治理结构如何影响企业投资方面的认识。企业的""投资之帆""只有在""政府质量之风""更加强健有力之时才能顺利地""乘风破浪"",而公司治理结构可以被作为帆船前进过程中的调节工具。这为当前中国经济""新常态""下如何促进企业投资、保持经济长期稳定增长提供了政策启示。",基金：国家自然科学基金项目(项目编号:71572017、71303185、71773115、71202029)的阶段性成果；,分类号：F271;F275,20,66-78,焦豪,1.0,j,"政府质量、公司治理结构与投资决策——基于世界银行企业调查数据的经验研究;;关键词：政府质量;
公司治理结构;
投资决策;
动态能力;
异质性;投资有利于国家和地区经济的高速增长,有助于企业构建作为竞争优势获取机制的动态能力以适应复杂多变的环境。本研究使用世界银行的分层抽样企业调查数据,探讨了政府质量和公司治理结构对企业投资决策的影响。研究发现:第一,政府质量对企业的投资有显著的正向影响,企业所在地政府质量越高,企业净利润中用于投资活动的比例越高。第二,企业投资决策不仅仅依赖于政府质量和公司治理结构各自的单独影响,而且依赖于政府质量与公司治理结构在企业投资决策过程中的互动影响关系。在既定的政府质量水平下,企业越是倾向于向""两权分离""的公司治理结构发展时,越能够激发企业的投资能力和投资意愿。本文的研究结论拓展了有关政府质量和公司治理结构如何影响企业投资方面的认识。企业的""投资之帆""只有在""政府质量之风""更加强健有力之时才能顺利地""乘风破浪"",而公司治理结构可以被作为帆船前进过程中的调节工具。这为当前中国经济""新常态""下如何促进企业投资、保持经济长期稳定增长提供了政策启示。",政府质量 公司治理结构 投资决策 世界银行 企业调查数据 经验研究 关键词 政府质量 公司治理结构 投资决策 动态能力 异质性 投资 有利于 国家 地区 经济 高速 增长 有助于 企业 竞争优势 获取 机制 动态能力 适应 复杂多变 环境 使用 世界银行 分层抽样 企业调查数据 探讨 政府质量 公司治理结构 企业 投资决策 第一 政府质量 企业 投资 正向 企业 所在地 政府质量 越高 企业 净利润 用于 投资 活动 比例 越高 第二 企业 投资决策 不仅仅 依赖于 政府质量 公司治理结构 单独 依赖于 政府质量 公司治理结构 企业 投资决策 互动 既定 政府质量 企业 倾向 两权分离 公司治理结构 发展 时越 能够 激发 企业 投资 能力 投资意愿 结论 拓展 政府质量 公司治理结构 企业投资 认识 企业 投资 之帆 政府质量 之风 更加 强健 有力 才能 顺利 乘风破浪 公司治理结构 帆船 前进 调节 工具 这为 经济新常态 企业投资 保持 经济 长期 稳定增长 提供 政策启示 ,448
78,78,78,79,创业企业如何构建联结组合提升绩效?——基于“结构—资源”互动过程的案例研究;,韩炜; 杨俊; 陈逢文; 张玉利; 邓渝,  西南政法大学管理学院  南开大学商学院  南开大学创业研究中心  重庆大学经济与管理学院,管理世界;,2017-10-15,0,1532,"关键词：创业企业;
联结组合;
联合依赖;
非对称依赖;
资源组合;","在资源约束条件下,构建适宜的联结组合能使创业者从关系组合带来的资源组合效应中获益并收获成长。但已有研究大多拘泥于探讨联结组合结构特征对绩效的直接影响,未能从资源组合角度挖掘联结组合结构与绩效间的内在机理。本文基于资源依赖理论的联合依赖与非对称依赖的双重视角,建构联结组合""结构—资源—绩效""的影响机制。利用嵌入式单案例研究发现:为了克服初创期较弱的联合依赖和较高的非对称依赖,青春期创业企业建立追加式资源组合增强联合依赖,创业企业绩效较低。从青春期到成长期,创业企业建立互补式与追加式并举的资源组合以降低非对称依赖,创业企业绩效较高。从成长期到发展期,创业企业建立大范围的互补式资源组合替代追加式资源组合以降低两种依赖,创业企业绩效最高。","基金：国家自然科学基金项目(编号:71472159、71272186、71532005)；
教育部人文社科一般项目(14YJC630005)资助；",分类号：F279.2,20,130-149+188,韩炜,1.0,h,"创业企业如何构建联结组合提升绩效?——基于“结构—资源”互动过程的案例研究;;关键词：创业企业;
联结组合;
联合依赖;
非对称依赖;
资源组合;在资源约束条件下,构建适宜的联结组合能使创业者从关系组合带来的资源组合效应中获益并收获成长。但已有研究大多拘泥于探讨联结组合结构特征对绩效的直接影响,未能从资源组合角度挖掘联结组合结构与绩效间的内在机理。本文基于资源依赖理论的联合依赖与非对称依赖的双重视角,建构联结组合""结构—资源—绩效""的影响机制。利用嵌入式单案例研究发现:为了克服初创期较弱的联合依赖和较高的非对称依赖,青春期创业企业建立追加式资源组合增强联合依赖,创业企业绩效较低。从青春期到成长期,创业企业建立互补式与追加式并举的资源组合以降低非对称依赖,创业企业绩效较高。从成长期到发展期,创业企业建立大范围的互补式资源组合替代追加式资源组合以降低两种依赖,创业企业绩效最高。",创业企业 联结组合 绩效 结构 资源 互动 案例研究 关键词 创业企业 联结组合 联合依赖 非对称依赖 资源组合 资源 约束条件 适宜 联结组合 使 创业者 组合 带来 资源 组合效应 获益 收获 成长 已有 大多 拘泥于 探讨 联结组合 结构特征 绩效 直接 未能 资源组合 角度 挖掘 联结组合 结构 绩效 内在 机理 资源 依赖 联合依赖 非对称依赖 双重 建构 联结组合 结构 资源 绩效 机制 嵌入式 单 案例研究 克服 初创期 较弱 联合依赖 非对称依赖 青春期 创业企业 追加 式 资源组合 增强 联合依赖 创业 企业绩效 青春期 成长期 创业企业 互补式 追加 式 并举 资源组合 非对称依赖 创业 企业绩效 成长期 发展期 创业企业 大 范围 互补式 资源组合 替代 追加 式 资源组合 两种 依赖 创业 企业绩效 最高 ,370
79,79,79,80,发挥好财务信息在破解僵尸企业难题中的作用;,沈剑飞,  华北电力大学,管理世界;,2017-10-15,0,446,"关键词：僵尸企业;
财务信息;
会计准则;","银行、政府与监管部门缺乏充分而准确的财务信息作为决策依据,是""僵尸企业""形成的重要原因之一。当前,财务信息应当在识别和处置僵尸企业的过程中发挥作用,尤其应考虑僵尸企业处于持续经营与濒临破产之间的""过渡""性质,在分析其偿债能力时评估破产之后出现的职工补偿金等新增负债。长期来看,建立有效的僵尸企业防范机制,也需要充分的财务信息为多方主体提供决策依据。总之,有必要对现有会计准则下的核算与披露规则加以优化,从而为破解僵尸企业问题提供支撑。",,分类号：F275,2,184-185,沈剑飞,1.0,s,"发挥好财务信息在破解僵尸企业难题中的作用;;关键词：僵尸企业;
财务信息;
会计准则;银行、政府与监管部门缺乏充分而准确的财务信息作为决策依据,是""僵尸企业""形成的重要原因之一。当前,财务信息应当在识别和处置僵尸企业的过程中发挥作用,尤其应考虑僵尸企业处于持续经营与濒临破产之间的""过渡""性质,在分析其偿债能力时评估破产之后出现的职工补偿金等新增负债。长期来看,建立有效的僵尸企业防范机制,也需要充分的财务信息为多方主体提供决策依据。总之,有必要对现有会计准则下的核算与披露规则加以优化,从而为破解僵尸企业问题提供支撑。",发挥 好 财务信息 破解 僵尸企业 难题 关键词 僵尸企业 财务信息 会计准则 银行 政府 监管部门 缺乏 充分 准确 财务信息 决策依据 僵尸企业 原因 财务信息 应当 识别 处置 僵尸企业 发挥作用 尤其 僵尸企业 处于 持续 经营 濒临破产 过渡 性质 偿债能力 评估 破产 之后 出现 职工 补偿金 新增 负债 长期 来看 僵尸企业 防范 机制 充分 财务信息 多方 主体 提供 决策依据 必要 现有 会计准则 核算 披露 规则 加以 优化 破解 僵尸企业 提供 支撑 ,239
80,80,80,81,我国宏观审慎政策规则确立与传导路径研究——基于内生银行破产机制的BGG-DSGE模型;,李天宇; 张屹山; 张鹤,  吉林大学数量经济研究中心  中国人民大学财政金融学院,管理世界;,2017-10-15,1,567,"关键词：宏观审慎政策;
系统性风险;
金融稳定;","金融危机爆发以来,传统的金融监管方式难以为继,世界各国纷纷进行监管改革。在这一背景下,宏观审慎政策成为政策制定者和学者所关注的焦点。本文首先在BGGDSGE模型的基础上内生银行破产机制,构建银行业系统性风险的刻画指标,而后在经典的福利损失函数中引入系统性风险因素,确立了宏观审慎政策规则,最后通过脉冲响应函数模拟演绎传导路径和政策搭配等问题,得到如下结论:第一,以动态资本充足率和贷款价值比(LTV)为核心的宏观审慎监管体系应以产出缺口和信贷量为信号源,宏观审慎的货币政策规则中应盯住信贷量指标,同时资本资产价格也适合作为参考变量;第二,宏观审慎的货币政策与宏观审慎监管都具有维护金融稳定的作用,但作为常备政策,宏观审慎监管要优于宏观审慎的货币政策;第三,识别经济周期波动的驱动因素是确立宏观审慎政策规则、使政策更有效地传导到实体经济并发挥风险防控作用的根本问题。第四,联合使用两类宏观审慎政策时,合理确立政策规则系数可以增强政策的正向外溢效果,但政策的搭配强度却不易把控。为防止政策错搭引起效果干扰问题,可在常规时段仅采用宏观审慎监管,当风险较高时再联合使用两类政策以实现金融稳定。","基金：国家社会科学基金重大项目“中国潜在经济增长率计算及结构转换路经研究”(项目编号:12&ZD197)；
国家自然科学基金青年基金项目“包含异质消费者的DSGE框架下的中国房地产调控政策传导机制与仿真研究”(项目编号:71403099)的资助；",分类号：F832,20,20-35+187,李天宇,1.0,l,"我国宏观审慎政策规则确立与传导路径研究——基于内生银行破产机制的BGG-DSGE模型;;关键词：宏观审慎政策;
系统性风险;
金融稳定;金融危机爆发以来,传统的金融监管方式难以为继,世界各国纷纷进行监管改革。在这一背景下,宏观审慎政策成为政策制定者和学者所关注的焦点。本文首先在BGGDSGE模型的基础上内生银行破产机制,构建银行业系统性风险的刻画指标,而后在经典的福利损失函数中引入系统性风险因素,确立了宏观审慎政策规则,最后通过脉冲响应函数模拟演绎传导路径和政策搭配等问题,得到如下结论:第一,以动态资本充足率和贷款价值比(LTV)为核心的宏观审慎监管体系应以产出缺口和信贷量为信号源,宏观审慎的货币政策规则中应盯住信贷量指标,同时资本资产价格也适合作为参考变量;第二,宏观审慎的货币政策与宏观审慎监管都具有维护金融稳定的作用,但作为常备政策,宏观审慎监管要优于宏观审慎的货币政策;第三,识别经济周期波动的驱动因素是确立宏观审慎政策规则、使政策更有效地传导到实体经济并发挥风险防控作用的根本问题。第四,联合使用两类宏观审慎政策时,合理确立政策规则系数可以增强政策的正向外溢效果,但政策的搭配强度却不易把控。为防止政策错搭引起效果干扰问题,可在常规时段仅采用宏观审慎监管,当风险较高时再联合使用两类政策以实现金融稳定。",宏观审慎政策 规则 确立 传导 路径 内生 银行破产 机制 关键词 宏观审慎政策 系统性风险 金融稳定 金融危机 爆发 以来 传统 金融监管 方式 难以为继 世界 各国 纷纷 监管 改革 背景 宏观审慎政策 政策 制定者 学者 焦点 内生 银行破产 机制 银行业 系统性风险 刻画 而后 经典 福利损失 函数 引入 系统性风险 确立 宏观审慎政策 规则 脉冲响应函数 模拟 演绎 传导 路径 政策 搭配 如下 结论 第一 动态 资本充足率 贷款价值比 核心 宏观审慎监管 体系 产出缺口 信贷 量 信号源 宏观审慎 货币政策规则 中应 盯住 信贷 量 资本 资产价格 适合 参考 第二 宏观审慎 货币政策 宏观审慎监管 都 维护 金融稳定 常备 政策 宏观审慎监管 优于 宏观审慎 货币政策 第三 识别 经济 周期波动 驱动因素 确立 宏观审慎政策 规则 使 政策 传导 实体经济 发挥 风险防控 根本 第四 联合 使用 两类 宏观审慎政策 合理 确立 政策规则 系数 增强 政策 正向 外溢 效果 政策 搭配 强度 却 不易 控为 防止 政策 错 搭 引起 效果 干扰 常规 时段 仅 宏观审慎监管 风险 高时 再 联合 使用 两类 政策 金融稳定 ,526
81,81,81,82,第七届“蒋一苇企业改革与发展学术基金奖”评奖公告;,,,管理世界;,2017-10-15,0,57,;,"<正>""蒋一苇企业改革与发展学术基金奖""由中国社会科学院工业经济研究所于1996年发起设立,秉承科学、公正的原则,倡导独立、开创的研究,旨在繁荣中国管理学学术研究、推动中国企业改革和管理实践的发展。第七届""蒋一苇企业改革与发展学术基金奖""由中国社会科学院工业经济研究所、中国企业管理研究会、《中国工业经济》杂志社、《经",,分类号：+,1,7,,,n,"第七届“蒋一苇企业改革与发展学术基金奖”评奖公告;;;<正>""蒋一苇企业改革与发展学术基金奖""由中国社会科学院工业经济研究所于1996年发起设立,秉承科学、公正的原则,倡导独立、开创的研究,旨在繁荣中国管理学学术研究、推动中国企业改革和管理实践的发展。第七届""蒋一苇企业改革与发展学术基金奖""由中国社会科学院工业经济研究所、中国企业管理研究会、《中国工业经济》杂志社、《经",第七届 蒋一苇 企业 改革与发展 学术 基金 奖 评奖 公告 蒋一苇 企业 改革与发展 学术 基金 奖由 中国社会科学院 工业经济 研究所 发起 设立 秉承 科学 公正 原则 倡导 独立 开创 旨在 繁荣 管理学 学术研究 企业改革 管理 实践 发展 第七届 蒋一苇 企业 改革与发展 学术 基金 奖由 中国社会科学院 工业经济 研究所 企业 管理 研究会 工业经济 杂志社 ,188
82,82,82,83,第21届世界管理论坛暨东方管理论坛;,,,管理世界;,2017-10-15,0,98,;,"<正>""第21届世界管理论坛暨东方管理论坛""于2017年11月24日~25日在上海交通大学召开。本次论坛由世界管理学者联盟(IFSAM)中国委员会、上海管理教育学会主办,《管理世界》杂志协办,上海交通大学东方管理研究中心和上海慧圣咨询公司承办、论坛主题为""多元包容——东方管理学新发展""。(一)大会议题及论文征集范围:(1)中国管理思想;(2)东方管理流派;(3)东西方管理教育;(4)管理理论与实践;",,分类号：+,1,4,,,n,"第21届世界管理论坛暨东方管理论坛;;;<正>""第21届世界管理论坛暨东方管理论坛""于2017年11月24日~25日在上海交通大学召开。本次论坛由世界管理学者联盟(IFSAM)中国委员会、上海管理教育学会主办,《管理世界》杂志协办,上海交通大学东方管理研究中心和上海慧圣咨询公司承办、论坛主题为""多元包容——东方管理学新发展""。(一)大会议题及论文征集范围:(1)中国管理思想;(2)东方管理流派;(3)东西方管理教育;(4)管理理论与实践;",第届 世界 管理 论坛 暨 东方 管理 论坛 第届 世界 管理 论坛 暨 东方 管理 论坛 年月日 日 上海交通大学 召开 本次 论坛 世界 管理 学者 联盟 委员会 上海 管理 教育 学会 主办 管理 世界 杂志 协办 上海交通大学 东方 管理 中心 上海 慧圣 咨询 公司 承办 论坛 主题 多元 包容 东方 管理学 新 发展 大会 议题 论文 征集 范围 管理 思想 东方 管理 流派 东西方 管理 教育 管理 实践 ,212
83,83,83,84,基于RBRVS基础上的医院综合绩效评价;,赵进进,  郑州大学第一附属医院,管理世界;,2017-09-15,0,364,"关键词：RBRVS;
绩效评价;
修正;
优化;","本文对以资源为基础的相对价值系数法(RBRVS)进行研究,理顺其操作流程,分析该体系存在的优势和不足,探讨在此基础上通过修订和增加其他绩效管理方法,形成适用性较强,能兼顾工作量、质量和收益,符合医院管理目标的综合绩效评价体系。",,分类号：R197.322,2,182-183,赵进进,1.0,z,"基于RBRVS基础上的医院综合绩效评价;;关键词：RBRVS;
绩效评价;
修正;
优化;本文对以资源为基础的相对价值系数法(RBRVS)进行研究,理顺其操作流程,分析该体系存在的优势和不足,探讨在此基础上通过修订和增加其他绩效管理方法,形成适用性较强,能兼顾工作量、质量和收益,符合医院管理目标的综合绩效评价体系。",医院 综合绩效评价 关键词 绩效评价 修正 优化 对以 资源 相对 价值 系数 法 理顺 操作 流程 体系 优势 不足 探讨 此基础 修订 绩效管理 适用性 强能 兼顾 工作量 质量 收益 符合 医院 管理 目标 综合绩效评价 体系 ,117
84,84,84,85,劳动力流动与农村社会治安:模型与实证;,刘彬彬; 林滨; 冯博; 史清华,  上海交通大学安泰经济与管理学院  复旦大学经济学院,管理世界;,2017-09-15,0,708,"关键词：农村劳动力流动;
民事纠纷;
治安条例;
刑事犯罪;","本文基于1995~2013年中国农村固定跟踪观察点的村级数据研究了劳动力流动对农村社会治安的影响。研究结果表明,劳动力流动,特别是劳动力流入对农村民事纠纷、违反治安条例及刑事案件有着正向显著性影响;相对内陆地区,劳动力流动对沿海地区的影响更为明显。此外,贫困发生率、劳动力受教育程度、劳动力闲置及基层村干部数量对农村社会治安的作用不容忽视。因此加强对流入劳动力的监管,完善农村基层组织建设,减少农村贫困群体,对维持农村秩序至关重要。","基金：国家自然基金项目(71673186、71603154、71473165、71473163)；
上海市教委科研创新项目(15ZS022)；
教育部人文社科基金(14YJC790034)的支持与资助；
全国农村固定观察点办公室给予的大力支持；",分类号：D631.4;F323.6,20,73-84,刘彬彬,1.0,l,"劳动力流动与农村社会治安:模型与实证;;关键词：农村劳动力流动;
民事纠纷;
治安条例;
刑事犯罪;本文基于1995~2013年中国农村固定跟踪观察点的村级数据研究了劳动力流动对农村社会治安的影响。研究结果表明,劳动力流动,特别是劳动力流入对农村民事纠纷、违反治安条例及刑事案件有着正向显著性影响;相对内陆地区,劳动力流动对沿海地区的影响更为明显。此外,贫困发生率、劳动力受教育程度、劳动力闲置及基层村干部数量对农村社会治安的作用不容忽视。因此加强对流入劳动力的监管,完善农村基层组织建设,减少农村贫困群体,对维持农村秩序至关重要。",劳动力流动 农村 社会治安 模型与实证 关键词 农村 劳动力流动 民事纠纷 治安条例 刑事犯罪 中国农村 固定 跟踪 观察点 村级 劳动力流动 农村 社会治安 劳动力流动 特别 劳动力 流入 农村 民事纠纷 违反 治安条例 刑事案件 有着 正向 显著性 相对 内陆地区 劳动力流动 沿海地区 更为 明显 贫困 发生率 劳动力 受 教育 劳动力 闲置 基层 村干部 数量 农村 社会治安 不容忽视 流入 劳动力 监管 农村基层 组织 建设 减少 农村贫困 群体 维持 农村 秩序 至关重要 ,244
85,85,85,86,基于随机森林的企业监管方法研究;,于焕杰; 杜子芳,  中国人民大学,管理世界;,2017-09-15,0,309,"关键词：市场监管;
风险识别;
机器学习;
随机森林;","为了提高市场监管部门的监管效果与执法效率,本文提出利用大数据技术中的机器学习工具,对各类市场主体的违规违法风险进行识别的监管路径,探索利用大数据手段辅助市场监管,维护市场竞争秩序。利用北京市的12万家企业数据建立随机森林模型并进行优化,同时将模型与市场监管工作相结合,极大提高了市场监管效率。",基金：2015年度全国统计科学研究项目“基于大数据的企业活跃度评价指标体系研究”(2015LY03)的最终成果之一；,分类号：F203,2,180-181,于焕杰,1.0,y,"基于随机森林的企业监管方法研究;;关键词：市场监管;
风险识别;
机器学习;
随机森林;为了提高市场监管部门的监管效果与执法效率,本文提出利用大数据技术中的机器学习工具,对各类市场主体的违规违法风险进行识别的监管路径,探索利用大数据手段辅助市场监管,维护市场竞争秩序。利用北京市的12万家企业数据建立随机森林模型并进行优化,同时将模型与市场监管工作相结合,极大提高了市场监管效率。",随机森林 企业 监管 关键词 市场监管 风险识别 机器学习 随机森林 市场 监管部门 监管 效果 执法 效率 大数据 技术 机器学习 工具 各类 市场主体 违规 违法 风险 识别 监管 路径 探索 大数据 手段 辅助 市场监管 维护 市场竞争 秩序 北京市 万家 企业 随机森林 优化 市场监管 工作 相结合 极大 市场 监管效率 ,166
86,86,86,87,凝结了中国智慧的马克思主义政治经济学——党的十八大以来我国的经济理论创新;,黄晓勇,  中国社会科学院研究生院  中国社会科学院研究生院国际能源安全研究中心,管理世界;,2017-09-15,0,326,"关键词：马克思主义;
政治经济学;
理论创新;","党的十八大以来,以习近平为核心的党中央在我国经济社会发展的理念、政策、路线和实践方面进行了全方位的探索,经济学者们也与时俱进的进行了深入的理论研究,这些共同凝聚成为中国特色社会主义经济理论的创新和发展。这些理论创新可简单概括为3个方面:经济新常态的提出是社会主义初级阶段理论的新发现,五大发展理念则是社会主义发展经济学的新进展,国家治理体系和治理能力现代化体现为是社会主义国家治理理论的新突破。十八大以来的经济理论创新,既创造了马克思主义政治经济学的新范式,也正谱写着现代经济理论发展的新篇章,是凝结了中国智慧的马克思主义政治经济学。不过,我国经济学界的理论创新需要注意4个方面的问题:一是要通过扎实的理论研究正面回应外部的研究关切和学术批评,二是中国模式的理论提升不宜操之过急,三是更加重视基础理论研究,四是支持健康的学术争论和学术批评。",,分类号：F0-0,7,1-7,黄晓勇,1.0,h,"凝结了中国智慧的马克思主义政治经济学——党的十八大以来我国的经济理论创新;;关键词：马克思主义;
政治经济学;
理论创新;党的十八大以来,以习近平为核心的党中央在我国经济社会发展的理念、政策、路线和实践方面进行了全方位的探索,经济学者们也与时俱进的进行了深入的理论研究,这些共同凝聚成为中国特色社会主义经济理论的创新和发展。这些理论创新可简单概括为3个方面:经济新常态的提出是社会主义初级阶段理论的新发现,五大发展理念则是社会主义发展经济学的新进展,国家治理体系和治理能力现代化体现为是社会主义国家治理理论的新突破。十八大以来的经济理论创新,既创造了马克思主义政治经济学的新范式,也正谱写着现代经济理论发展的新篇章,是凝结了中国智慧的马克思主义政治经济学。不过,我国经济学界的理论创新需要注意4个方面的问题:一是要通过扎实的理论研究正面回应外部的研究关切和学术批评,二是中国模式的理论提升不宜操之过急,三是更加重视基础理论研究,四是支持健康的学术争论和学术批评。",凝结 中国智慧 马克思主义 政治经济学 党 十八 大 以来 经济 理论创新 关键词 马克思主义 政治经济学 理论创新 党 十八 大 以来 习近平 核心 党中央 经济社会 发展 理念 政策 路线 实践 全方位 探索 经济 学者 与时俱进 深入 共同 凝聚 中国特色 经济理论 创新 发展 理论创新 简单 概括 为个 经济新常态 初级阶段 新 五大发展理念 发展经济学 新进展 国家治理 体系 治理能力 现代化 体现 国家治理 新 突破 十八 大 以来 经济 理论创新 创造 马克思主义 政治经济学 新 范式 谱写 现代 经济 理论发展 新篇章 凝结 中国智慧 马克思主义 政治经济学 经济学界 理论创新 注意 一是 扎实 正面 回应 外部 关切 学术 批评 二是 中国模式 不宜 操之过急 三是 更加 重视 基础理论 四是 支持 健康 学术争论 学术 批评 ,378
87,87,87,88,补贴减少了粮食生产效率损失吗?——基于动态资产贫困理论的分析;,高鸣; 宋洪远; Michael Carter,  农业部农村经济研究中心  美国加州大学戴维斯分校农业与资源经济系,管理世界;,2017-09-15,1,763,"关键词：农业补贴;
粮食安全;
效率损失;
动态资产贫困;
EBM模型;","本文基于动态资产贫困理论,使用2003~2014年全国农村固定观察点的微观数据,运用DEA方法下最新技术EBM模型分析了2009~2014年河南省小麦生产效率损失情况,然后使用Heckman样本选择模型估计了农业补贴对小麦生产效率损失的影响,最后通过工具变量和多种估计方法对研究结果进行稳健性检验。研究得出:2009~2014年,虽然河南省小麦生产效率逐年提高,但损失仍然严重;农业补贴会促使受限于资产贫困的农户选择高生产效率的生产方式,从而减少粮食生产效率损失;农业补贴在小麦生产过程中的作用至关重要,并且粮食直补政策在小麦生产效率损失中起到了积极作用,良种补贴有利于减少播种面积为0~6亩的农户的小麦生产效率损失,而农资补贴则对播种面积大于6亩的农户来说影响更为显著。对此,本文提出相关对策建议。","基金：清华大学中国农村研究院重点研究课题(编号:CIRS2017-8)；
教育部留学基金委项目(编号:201506350008)；
国家自科基金青年项目(编号:71703158)；
中央高校基本科研业务费专项资金(编号:2015RW007)的共同资助；",分类号：F326.11;F812.8,20,85-100,高鸣,1.0,g,"补贴减少了粮食生产效率损失吗?——基于动态资产贫困理论的分析;;关键词：农业补贴;
粮食安全;
效率损失;
动态资产贫困;
EBM模型;本文基于动态资产贫困理论,使用2003~2014年全国农村固定观察点的微观数据,运用DEA方法下最新技术EBM模型分析了2009~2014年河南省小麦生产效率损失情况,然后使用Heckman样本选择模型估计了农业补贴对小麦生产效率损失的影响,最后通过工具变量和多种估计方法对研究结果进行稳健性检验。研究得出:2009~2014年,虽然河南省小麦生产效率逐年提高,但损失仍然严重;农业补贴会促使受限于资产贫困的农户选择高生产效率的生产方式,从而减少粮食生产效率损失;农业补贴在小麦生产过程中的作用至关重要,并且粮食直补政策在小麦生产效率损失中起到了积极作用,良种补贴有利于减少播种面积为0~6亩的农户的小麦生产效率损失,而农资补贴则对播种面积大于6亩的农户来说影响更为显著。对此,本文提出相关对策建议。",补贴 减少 粮食 生产效率损失 动态资产贫困 关键词 农业补贴 粮食安全 效率损失 动态资产贫困 动态资产贫困 使用 全国 农村 固定 观察点 微观数据 最新 技术 模型分析 河南省 小麦 生产效率损失 使用 选择 农业补贴 小麦 生产效率损失 工具变量 多种 估计方法 稳健性检验 得出 河南省 小麦 生产效率 逐年 损失 仍然 严重 农业补贴 促使 受限于 资产 贫困 农户 选择 生产效率 生产方式 减少 粮食 生产效率损失 农业补贴 小麦 生产 至关重要 粮食 直补 政策 小麦 生产效率损失 起到 积极 良种 补贴 有利于 减少 播种面积 为亩 农户 小麦 生产效率损失 农资 补贴 播种面积 大于 亩 农户 来说 更为 对此 对策建议 ,324
88,88,88,89,如虎添翼抑或燕巢危幕:承销商、大客户与公司债发行定价;,王雄元; 高开娟,  中南财经政法大学会计学院  湖南大学工商管理学院,管理世界;,2017-09-15,1,640,"关键词：大客户;
公司债发行定价;
承销商;","本文探讨大客户在公司债发行定价中的作用以及承销商的调节效应。研究发现:第一大客户销售占比与公司债发行价差显著正相关,这一结论即使在控制内生性后依然成立,说明大客户对公司债发行定价具有风险效应。这种效应主要体现在承销商市场排名较低、承销费率较高、非承销团承销、承销商分类评级较低以及承销商不同时承销IPO组,说明承销商声誉能抑制大客户对公司债发行定价的风险效应。进一步分析表明:第一大客户非政府背景、与企业不在同一省份以及关系不稳定,债券无担保、信用评级较低以及筹资用于偿还债务,货币政策紧缩与经济增长较慢时,大客户对公司债发行定价的风险效应更强。本研究有助于丰富客户与债券定价文献。",基金：国家自然科学基金面上项目(项目批准号:71172221、71472188)对本文的资助；,分类号：F274;F832.51,20,42-59+187-188,王雄元,,w,"如虎添翼抑或燕巢危幕:承销商、大客户与公司债发行定价;;关键词：大客户;
公司债发行定价;
承销商;本文探讨大客户在公司债发行定价中的作用以及承销商的调节效应。研究发现:第一大客户销售占比与公司债发行价差显著正相关,这一结论即使在控制内生性后依然成立,说明大客户对公司债发行定价具有风险效应。这种效应主要体现在承销商市场排名较低、承销费率较高、非承销团承销、承销商分类评级较低以及承销商不同时承销IPO组,说明承销商声誉能抑制大客户对公司债发行定价的风险效应。进一步分析表明:第一大客户非政府背景、与企业不在同一省份以及关系不稳定,债券无担保、信用评级较低以及筹资用于偿还债务,货币政策紧缩与经济增长较慢时,大客户对公司债发行定价的风险效应更强。本研究有助于丰富客户与债券定价文献。",如虎添翼 燕巢危幕 承销商 大客户 公司债 发行定价 关键词 大客户 公司债 发行定价 承销商 探讨 大客户 公司债 发行定价 承销商 调节效应 第一 大客户 销售 占 公司债 发行 价差 这一 结论 控制 内生性 依然 成立 说明 大客户 公司债 发行定价 风险 效应 效应 体现 承销商 市场 排名 承销 费率 高非 承销团 承销 承销商 分类 评级 承销商 承销 组 说明 承销商 声誉 大客户 公司债 发行定价 风险 效应 分析表明 第一 大客户 非政府 背景 企业 同一 省份 稳定 债券 无担保 信用评级 筹资 用于 偿还债务 货币政策 紧缩 经济增长 较慢 大客户 公司债 发行定价 风险 效应 强本 有助于 丰富 客户 债券定价 ,323
